id,Time_Entered_Page,Time_Left_Page,bill_first_name,billing_last_name,billing_address_1,billing_address_2,billing_city,billing_state,billing_zip,billing_email,billing_confirm_email,billing_phone,ship_different_address,shipping_first_name,shipping_last_name,shipping_address_1,shipping_address_2,shipping_city,shipping_state,shipping_zip,account_username,account_password,add_delivery_note,product_size,product_quality,cart_subtotal,applied_coupon,sales_tax,order_total,add_coupon_click,coupon_code
129,"Tue Feb 17 2015 10:38:44 ","Tue Feb 17 2015 10:38:59 ",,,,,,,,,,,1,,,,,,,,,,,"16x25x1, ",Best,$0.00,,$0.00,$0.00,,
130,"Tue Feb 17 2015 12:03:14 ","Tue Feb 17 2015 12:03:19 ",,,,,,,,,,,1,,,,,,,,,,,"14x24x1, 15x20x1, ",Best,$29.10,,$2.40,$31.50,,
131,"Tue Feb 17 2015 12:03:26 ","Tue Feb 17 2015 12:03:55 ",,,,,,,,,,,1,,,,,,,,,,,"14x24x1, 15x20x1, ",Better,$24.10,,$1.99,$26.09,,
132,"Tue Feb 17 2015 12:04:35 ","Tue Feb 17 2015 12:06:39 ",,,,,,,,,,,1,,,,,,,,,,,"14x24x1, 15x20x1, ",Best,$29.10,,$2.40,$31.50,yes,
133,"Tue Feb 17 2015 12:06:46 ","Tue Feb 17 2015 12:08:53 ",,,,,,,,,,,1,,,,,,,,,,,"14x24x1, 15x20x1, ",Best,$29.10,,$2.40,$31.50,yes,
134,"Tue Feb 17 2015 13:44:30 ","Tue Feb 17 2015 13:46:21 ",,,,,,,,delaneyl@senterrallc.com,,,1,,,,,,,,,,,"10x10x1, ",Better,$10.90,,$0.90,$11.80,yes,
135,"Tue Feb 17 2015 15:55:33 ","Tue Feb 17 2015 15:55:56 ",,,,,,,,delaneyl@senterrallc.com,,,1,,,,,,,,,,,"10x20x1, ",Better,$10.37,,$0.86,$11.23,yes,
136,"Tue Feb 17 2015 15:56:10 ","Tue Feb 17 2015 15:56:53 ",,,,,,,,,,,1,,,,,,,,,,,"10x20x1, ",Best,$11.83,,$0.98,$12.81,,
137,"Wed Feb 18 2015 16:28:21 ","Wed Feb 18 2015 17:27:20 ",david,test3,asdasd,asdasda,asdasda,AL,77046,davidb@senterracorp.com,,7134884080,1,david,test3,asdasd,asdasda,asdasda,AL,77046,,,,"20x25x5, ",Best,$23.06,,$1.90,$24.96,,
138,"Thu Feb 19 2015 13:55:06 ","Thu Feb 19 2015 13:56:00 ",,,,,,,,delaneyl@senterrallc.com,,,1,,,,,,,,,,,"10x10x1, ",Better,$10.90,,$0.90,$11.80,,
139,"Thu Feb 19 2015 13:55:46 ","Thu Feb 19 2015 14:11:42 ",,,,,,,,,,,1,,,,,,,,MarkM,Vertex1,,"10x20x1, ",Better,$10.37,,$0.86,$11.23,yes,ENJOY10
140,"Thu Feb 19 2015 11:54:39 ","Thu Feb 19 2015 14:14:48 ",,,,,,,,,,,1,,,,,,,,,,,"10x30x1, ",Better,$14.28,,$1.18,$15.46,,
141,"Thu Feb 19 2015 14:17:49 ","Thu Feb 19 2015 14:18:04 ",,,,,,,,delaneyl@senterrallc.com,,,1,,,,,,,,,,,"10x20x1, ",Better,$10.37,,$0.86,$11.23,yes,
142,"Thu Feb 19 2015 14:11:45 ","Thu Feb 19 2015 14:23:37 ",,,,,,,,,,,1,,,,,,,,MarkM,Vertex1,,"10x20x1, ",Better,$10.37,,$0.86,$11.23,,
143,"Thu Feb 19 2015 14:23:56 ","Thu Feb 19 2015 14:25:29 ",,,,,,,,,,,1,,,,,,,,MarkM,Vertex1,,"10x20x1, ",Better,$10.37,,$0.86,$11.23,,ENJOY10
144,"Thu Feb 19 2015 14:25:49 ","Thu Feb 19 2015 14:27:11 ",,,,,,,,mmac@vertex.com,,,1,,,,,,,,,,,"10x10x1, ",Better,$10.90,ENJOY10,0.81,$10.62,,ENJOY10
145,"Thu Feb 19 2015 14:27:13 ","Thu Feb 19 2015 14:27:17 ",,,,,,,,mmac@vertex.com,,,1,,,,,,,,,,,"10x10x1, ",Better,$10.90,ENJOY10,0.81,$10.62,,ENJOY10
146,"Thu Feb 19 2015 14:27:35 ","Thu Feb 19 2015 14:27:38 ",,,,,,,,,,,1,,,,,,,,MarkM,Vertex1,,"10x30x1, ",Better,$14.28,ENJOY10,1.06,$13.91,,ENJOY10
147,"Tue Feb 17 2015 12:13:02 ","Thu Feb 19 2015 14:29:32 ",,,,,,,,,,,1,,,,,,,,,,,"14x30x1, 15x20x1, ",Best,$29.56,,$2.44,$32.00,yes,
148,"Thu Feb 19 2015 14:16:04 ","Thu Feb 19 2015 15:40:03 ",,,,,,,,,,,1,,,,,,,,,,,"12x16x1, ",Better,$14.28,2015NY,0.94,$12.36,yes,2015ny
149,"Thu Feb 19 2015 14:27:49 ","Thu Feb 19 2015 15:50:23 ",,,,,,,,,,,1,,,,,,,,MarkM,Vertex1,,"10x20x1, ",Better,$10.37,ENJOY10,0.77,$10.10,,ENJOY10
150,"Fri Feb 20 2015 11:02:37 ","Fri Feb 20 2015 11:02:42 ",,,,,,,,,,,1,,,,,,,,MarkM,Vertex1,,"10x20x1, ",Better,$10.37,,$0.77,$10.10,,ENJOY10
151,"Fri Feb 20 2015 11:02:37 ","Fri Feb 20 2015 11:02:58 ",,,,,,,,,,,1,,,,,,,,MarkM,Vertex1,,"10x20x1, ",Better,$10.37,,$0.77,$10.10,,ENJOY10
152,"Fri Feb 20 2015 11:25:19 ","Fri Feb 20 2015 11:25:38 ",,,,,,,77046,,,,1,,,,,,,77046,,,,"10x20x1, ",Better,$10.37,,$0.86,$11.23,,ENJOY10
153,"Fri Feb 20 2015 11:27:20 ","Fri Feb 20 2015 11:50:41 ",,,,,,,77046,,,,1,,,,,,,77046,,,,"10x30x1, ",Better,$14.28,,$1.18,$15.46,,ENJOY10
154,"Fri Feb 20 2015 11:55:33 ","Fri Feb 20 2015 11:55:47 ",david,test3,asdasd,asdasda,asdasda,AL,77046,davidb@senterracorp.com,,7134884080,1,david,test3,asdasd,asdasda,asdasda,AL,77046,,,,"10x20x1, ",Better,$10.37,,$0.86,$11.23,,ENJOY10
155,"Fri Feb 20 2015 12:27:13 ","Fri Feb 20 2015 12:28:06 ",,,,,,,,delaneyl@senterrallc.com,,,1,,,,,,,,,,,"10x30x1, 15x30x1, 6¼x4x2, ",Better,$48.37,2015NYENJOY10,2.87,$37.69,,2015ny
156,"Fri Feb 20 2015 12:28:32 ","Fri Feb 20 2015 12:29:32 ",,,,,,,,,,,1,,,,,,,,,,,"10x10x1, ",Better,$10.90,ENJOY10,0.81,$10.62,,ENJOY10
157,"Fri Feb 20 2015 11:04:19 ","Fri Feb 20 2015 13:10:45 ",,,,,,,,,,,1,,,,,,,,MarkM,Vertex1,,"10x24x1, ",Best,$16.74,ENJOY10,1.24,$16.31,,ENJOY10
158,"Fri Feb 20 2015 13:23:33 ","Fri Feb 20 2015 13:23:40 ",,,,,,,,delaneyl@senterrallc.com,,,1,,,,,,,,,,,"10x30x1, ",Better,$14.28,,$1.18,$15.46,,ENJOY10
159,"Fri Feb 20 2015 13:35:07 ","Fri Feb 20 2015 13:45:48 ",,,,,,,,,,,1,,,,,,,,,,,"10x30x1, ",Better,$14.28,,$1.18,$15.46,,ENJOY10
160,"Fri Feb 20 2015 16:32:53 ","Fri Feb 20 2015 16:32:59 ",,,,,,,,,,,1,,,,,,,,r24evr@gmail.com,rob4ever,,"25x25x1, ",Better,$13.29,ENJOY10,0.99,$12.95,,ENJOY10
161,"Fri Feb 20 2015 22:54:11 ","Fri Feb 20 2015 22:54:45 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Good,$20.49,,$1.52,$19.96,,ENJOY10
162,"Sun Feb 22 2015 16:15:25 ","Sun Feb 22 2015 16:17:37 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Better,$50.02,DRIVING1,3.51,$46.03,,DRIVING1
163,"Sun Feb 22 2015 16:04:09 ","Sun Feb 22 2015 16:04:24 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Good,$20.49,ENJOY10,1.52,$19.96,,ENJOY10
164,"Mon Feb 23 2015 10:47:00 ","Mon Feb 23 2015 10:47:27 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Good,$8.21,ENJOY10,0.61,$8.00,,ENJOY10
165,"Mon Feb 23 2015 10:51:17 ","Mon Feb 23 2015 10:51:47 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Good,$0.00,,$0.00,$0.00,,ENJOY10
166,"Mon Feb 23 2015 11:12:29 ","Mon Feb 23 2015 11:12:36 ",,,,,,,,,,,1,,,,,,,,,,,"12x36x1, ",Good,$39.28,ENJOY10,2.92,$38.27,,ENJOY10
167,"Mon Feb 23 2015 11:16:00 ","Mon Feb 23 2015 11:16:22 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Best,$14.90,,$1.11,$14.52,,ENJOY10
168,"Mon Feb 23 2015 11:16:00 ","Mon Feb 23 2015 11:16:25 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Best,$14.90,,$1.11,$14.52,,ENJOY10
169,"Mon Feb 23 2015 11:16:00 ","Mon Feb 23 2015 11:16:26 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Best,$14.90,,$1.11,$14.52,,ENJOY10
170,"Mon Feb 23 2015 12:22:55 ","Mon Feb 23 2015 15:06:05 ",david,test3,asdasd,asdasda,asdasda,AL,77046,davidb@senterracorp.com,,7134884080,1,david,test3,asdasd,asdasda,asdasda,AL,77046,,,,"19x22x1, ",Better,$19.10,ENJOY10,1.42,$18.61,,ENJOY10
171,"Mon Feb 23 2015 15:06:22 ","Mon Feb 23 2015 15:06:38 ",david,test3,asdasd,asdasda,asdasda,AL,77046,davidb@senterracorp.com,,7134884080,1,david,test3,asdasd,asdasda,asdasda,AL,77046,,,,"18x18x1, ",Better,$9.87,ENJOY10,0.73,$9.61,,ENJOY10
172,"Mon Feb 23 2015 15:07:37 ","Mon Feb 23 2015 15:08:30 ",david,test3,asdasd,asdasda,asdasda,AL,77046,davidb@senterracorp.com,,7134884080,1,david,test3,asdasd,asdasda,asdasda,AL,77046,,,,"18x18x1, ",Good,$8.32,ENJOY10,0.62,$8.11,,ENJOY10
173,"Mon Feb 23 2015 15:09:12 ","Mon Feb 23 2015 15:11:09 ",Nicholas,Delgado,"1811 Gaddis ",,"san antonio",TX,78224-____,sotxmicro@yahoo.com,sotxmicro@yahoo.com,210-279-7478,1,,,,,,,,sotxmicro@yahoo.com,1811gaddis,,"18x18x1, ",Good,$8.32,,$0.62,$8.11,,ENJOY10
174,"Mon Feb 23 2015 15:11:15 ","Mon Feb 23 2015 15:11:15 ",,,,,,,,,,,1,,,,,,,,,,,"18x18x1, ",Good,$8.32,ENJOY10,0.62,$8.11,,ENJOY10
175,"Mon Feb 23 2015 15:11:15 ","Mon Feb 23 2015 15:11:16 ",,,,,,,,,,,1,,,,,,,,,,,"18x18x1, ",Good,$8.32,ENJOY10,0.62,$8.11,,ENJOY10
176,"Mon Feb 23 15:12:51 CST 2","Mon Feb 23 15:13:16 CST 2",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Good,$8.21,,$0.61,$8.00,,ENJOY10
177,"Mon Feb 23 2015 16:47:05 ","Mon Feb 23 2015 16:47:24 ",,,,,,,,,,,1,,,,,,,,,,,"16x24x1, ",Better,$12.99,ENJOY10,0.96,$12.65,,ENJOY10
178,"Fri Feb 20 2015 09:37:23 ","Mon Feb 23 2015 16:57:09 ",,,,,,,,,,,1,,,,,,,,,,,"12x30x1, ",Better,$11.41,,$0.94,$12.35,,
179,"Mon Feb 23 2015 17:07:13 ","Mon Feb 23 2015 17:07:32 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Good,$20.49,ENJOY10,1.52,$19.96,,ENJOY10
180,"Mon Feb 23 2015 17:13:05 ","Mon Feb 23 2015 17:13:22 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Good,$61.47,ENJOY10,4.56,$59.88,,ENJOY10
181,"Mon Feb 23 2015 18:41:24 ","Mon Feb 23 2015 18:41:32 ",,,,,,,,,,,1,,,,,,,,,,,"17¾x29½x1, ",Good,$15.14,ENJOY10,1.12,$14.75,,ENJOY10
182,"Mon Feb 23 2015 18:41:38 ","Mon Feb 23 2015 18:41:58 ",,,,,,,,,,,1,,,,,,,,,,,"17¾x29½x1, ",Better,$19.10,ENJOY10,1.42,$18.61,,ENJOY10
183,"Mon Feb 23 2015 18:34:40 ","Mon Feb 23 2015 18:35:20 ",,,,,,,,,,,1,,,,,,,,,,,"20x36x1, ",Better,$14.99,,$1.11,$14.60,,ENJOY10
184,"Mon Feb 23 2015 18:37:06 ","Mon Feb 23 2015 18:37:14 ",,,,,,,,,,,1,,,,,,,,,,,"12x36x1, ",Good,$9.82,ENJOY10,0.73,$9.57,,ENJOY10
185,"Mon Feb 23 2015 20:38:42 ","Mon Feb 23 2015 20:38:58 ",,,,,,,,,,,1,,,,,,,,,,,"18x20x1, 18x25x1, ",Good,$21.42,ENJOY10,1.59,$20.87,,ENJOY10
186,"Mon Feb 23 20:59:25 EST 2","Mon Feb 23 20:59:30 EST 2",,,,,,,,,,,1,,,,,,,,,,,"14x18x1, ",Good,$64.26,,$4.77,$62.61,,ENJOY10
187,"Mon Feb 23 2015 20:31:12 ","Mon Feb 23 2015 20:31:12 ",,,,,,,,,,,1,,,,,,,,,,,"20x22x1, ",Best,$17.90,,$1.33,$17.44,,ENJOY10
188,"Mon Feb 23 2015 20:31:19 ","Mon Feb 23 2015 20:31:26 ",,,,,,,,,,,1,,,,,,,,,,,"20x22x1, ",Best,$17.90,ENJOY10,1.33,$17.44,,ENJOY10
189,"Mon Feb 23 2015 23:45:59 ","Mon Feb 23 2015 23:46:32 ",,,,,,,,,,,1,,,,,,,,,,,"16x25x1, ",Best,$23.66,,$1.76,$23.06,,ENJOY10
190,"Tue Feb 24 2015 02:54:41 ","Tue Feb 24 2015 02:56:27 ",,,,,,,,,,,1,,,,,,,,,,,"12x24x1, 12x36x1, ",Better,$22.33,ENJOY10,1.66,$21.76,,ENJOY10
191,"Tue Feb 24 2015 02:54:41 ","Tue Feb 24 2015 02:56:28 ",,,,,,,,,,,1,,,,,,,,,,,"12x24x1, 12x36x1, ",Better,$22.33,ENJOY10,1.66,$21.76,,ENJOY10
192,"Tue Feb 24 2015 02:54:41 ","Tue Feb 24 2015 02:56:30 ",,,,,,,,,,,1,,,,,,,,,,,"12x24x1, 12x36x1, ",Better,$22.33,ENJOY10,1.66,$21.76,,ENJOY10
193,"Tue Feb 24 2015 04:47:02 ","Tue Feb 24 2015 04:49:51 ",,,,,,,,,,,1,,,,,,,,,,,"12x30x1, ",Best,$80.52,,$5.98,$78.46,,ENJOY10
194,"Tue Feb 24 2015 04:50:31 ","Tue Feb 24 2015 04:51:02 ",,,,,,,,,,,1,,,,,,,,,,,"12x30x1, ",Good,$48.66,ENJOY10,3.61,$47.40,,ENJOY10
195,"Tue Feb 24 2015 09:12:14 ","Tue Feb 24 2015 09:12:18 ",david,test3,asdasd,asdasda,asdasda,AL,77046,davidb@senterracorp.com,,7134884080,1,david,test3,asdasd,asdasda,asdasda,AL,77046,,,,"12x30x1, ",Better,$34.23,ENJOY10,2.54,$33.35,,ENJOY10
196,"Tue Feb 24 2015 09:12:37 ","Tue Feb 24 2015 09:12:42 ",david,test3,asdasd,asdasda,asdasda,AL,77046,davidb@senterracorp.com,,7134884080,1,david,test3,asdasd,asdasda,asdasda,AL,77046,,,,"12x30x1, ",Better,$45.64,ENJOY10,3.39,$44.47,,ENJOY10
197,"Tue Feb 24 2015 09:12:46 ","Tue Feb 24 2015 09:12:46 ",david,test3,asdasd,asdasda,asdasda,AL,77046,davidb@senterracorp.com,,7134884080,1,david,test3,asdasd,asdasda,asdasda,AL,77046,,,,"12x30x1, ",Better,$45.64,,$3.39,$44.47,,ENJOY10
198,"Tue Feb 24 2015 09:59:52 ","Tue Feb 24 2015 10:00:07 ",,,,,,,,,,,1,,,,,,,,,,,"10x30x1, ",Good,$53.55,ENJOY10,3.98,$52.17,,ENJOY10
199,"Tue Feb 24 2015 10:24:16 ","Tue Feb 24 2015 10:24:23 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Best,$14.90,ENJOY10,1.11,$14.52,,ENJOY10
200,"Tue Feb 24 2015 12:05:03 ","Tue Feb 24 2015 12:05:25 ",,,,,,,,,,,1,,,,,,,,,,,"12x36x1, ",Better,$12.46,ENJOY10,0.92,$12.13,,ENJOY10
201,"Tue Feb 24 2015 12:05:30 ","Tue Feb 24 2015 12:05:47 ",,,,,,,,,,,1,,,,,,,,,,,"12x36x1, ",Good,$9.82,ENJOY10,0.73,$9.57,yes,ENJOY10
202,"Tue Feb 24 2015 11:38:02 ","Tue Feb 24 2015 11:38:14 ",,,,,,,,,,,1,,,,,,,,,,,"24x30x1, ",Better,$16.70,ENJOY10,1.24,$16.27,,ENJOY10
203,"Tue Feb 24 2015 11:38:02 ","Tue Feb 24 2015 11:38:14 ",,,,,,,,,,,1,,,,,,,,,,,"24x30x1, ",Better,$16.70,ENJOY10,1.24,$16.27,,ENJOY10
204,"Tue Feb 24 2015 11:38:02 ","Tue Feb 24 2015 11:38:14 ",,,,,,,,,,,1,,,,,,,,,,,"24x30x1, ",Better,$16.70,ENJOY10,1.24,$16.27,,ENJOY10
205,"Tue Feb 24 2015 11:38:02 ","Tue Feb 24 2015 11:38:15 ",,,,,,,,,,,1,,,,,,,,,,,"24x30x1, ",Better,$16.70,ENJOY10,1.24,$16.27,,ENJOY10
206,"Tue Feb 24 2015 12:57:47 ","Tue Feb 24 2015 12:58:29 ",,,,,,,,,,,1,,,,,,,,,,,"14x25x1, 20x20x1, ",Best,$26.50,ENJOY10,1.97,$25.82,,ENJOY10
207,"Tue Feb 24 2015 12:05:52 ","Tue Feb 24 2015 13:32:33 ",,,,,,,,,,,1,,,,,,,,,,,"12x36x1, ",Best,$16.16,ENJOY10,1.20,$15.74,,ENJOY10
208,"Tue Feb 24 2015 13:49:51 ","Tue Feb 24 2015 13:49:54 ",,,,,,,,,,,1,,,,,,,,,,,"19x27x1, ",Good,$15.14,ENJOY10,1.12,$14.75,,ENJOY10
209,"Tue Feb 24 2015 14:11:25 ","Tue Feb 24 2015 14:11:35 ",,,,,,,,,,,1,,,,,,,,,,,"21½x33½x1, ",Good,$21.14,,$1.57,$20.60,,ENJOY10
210,"Tue Feb 24 2015 14:19:44 ","Tue Feb 24 2015 14:19:50 ",,,,,,,,,,,1,,,,,,,,,,,"21½x33½x1, ",Good,$126.84,,$9.42,$123.60,,ENJOY10
211,"Tue Feb 24 2015 15:29:19 ","Tue Feb 24 2015 15:29:44 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x1, ",Best,$13.42,ENJOY10,1.00,$13.08,,ENJOY10
212,"Tue Feb 24 2015 15:29:19 ","Tue Feb 24 2015 15:29:45 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x1, ",Best,$13.42,ENJOY10,1.00,$13.08,,ENJOY10
213,"Tue Feb 24 2015 15:30:34 ","Tue Feb 24 2015 15:30:52 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x1, ",Best,$13.42,,$1.00,$13.08,,ENJOY10
214,"Tue Feb 24 2015 15:31:29 ","Tue Feb 24 2015 15:31:51 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x1, ",Better,$10.37,,$0.77,$10.10,,ENJOY10
215,"Tue Feb 24 2015 15:26:10 ","Tue Feb 24 2015 15:26:16 ",,,,,,,,,,,1,,,,,,,,,,,"20x30x1, ",Better,$11.49,ENJOY10,0.85,$11.19,,ENJOY10
216,"Tue Feb 24 2015 15:54:49 ","Tue Feb 24 2015 15:55:02 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Best,$29.77,ENJOY10,2.21,$29.00,,ENJOY10
217,"Tue Feb 24 2015 16:27:40 ","Tue Feb 24 2015 16:27:49 ",Lenn,Sellers,"12515 Overcup Drive",,Houston,TX,77024,genesellers@mac.com,genesellers@mac.com,713-703-1570,1,,,,,,,,genesellers@mac.com,KI479qu$,,"16x24x1, 8x23x1, ",Best,$62.86,ENJOY10,4.67,$61.24,,ENJOY10
218,"Tue Feb 24 2015 16:58:01 ","Tue Feb 24 2015 16:58:07 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Better,$10.19,ENJOY10,0.76,$9.93,,ENJOY10
219,"Tue Feb 24 2015 17:17:45 ","Tue Feb 24 2015 17:17:55 ",,,,,,,,delaneyl@senterrallc.com,,,1,,,,,,,,,,,"12x16x1, ",Best,$16.74,ENJOY10,1.24,$16.31,,ENJOY10
220,"Tue Feb 24 2015 17:18:19 ","Tue Feb 24 2015 17:18:34 ",,,,,,,,,,,1,,,,,,,,Delaney,,,"12x36x1, ",Better,$12.46,ENJOY10,0.92,$12.13,,ENJOY10
221,"Tue Feb 24 2015 22:04:15 ","Tue Feb 24 2015 22:04:28 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Better,$75.03,,$5.57,$73.10,,ENJOY10
222,"Wed Feb 25 2015 08:49:13 ","Wed Feb 25 2015 08:49:31 ",,,,,,,,,,,1,,,,,,,,,,,"20x21x2, ",Best,$29.23,ENJOY10,2.17,$28.48,,ENJOY10
223,"Wed Feb 25 2015 09:07:20 ","Wed Feb 25 2015 09:07:22 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x1, ",Better,$10.37,ENJOY10,0.77,$10.10,,ENJOY10
224,"Wed Feb 25 2015 09:07:29 ","Wed Feb 25 2015 09:07:33 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x1, ",Better,$10.37,ENJOY10,0.77,$10.10,,ENJOY10
225,"Wed Feb 25 2015 10:50:21 ","Wed Feb 25 2015 10:58:26 ",,,,,,,,,,,1,,,,,,,,,,,"20x22x1, ",Better,$84.00,ENJOY10,6.24,$81.84,,ENJOY10
226,"Wed Feb 25 11:03:40 CST 2","Wed Feb 25 11:03:52 CST 2",,,,,,,,,,,1,,,,,,,,,,,"16x20x2, ",Good,$9.68,,$0.72,$9.43,,ENJOY10
227,"Wed Feb 25 11:05:06 CST 2","Wed Feb 25 11:05:14 CST 2",,,,,,,,,,,1,,,,,,,,,,,"16x20x2, ",Good,$58.08,,$4.79,$62.87,,ENJOY10
228,"Wed Feb 25 11:05:23 CST 2","Wed Feb 25 11:05:27 CST 2",,,,,,,,,,,1,,,,,,,,,,,"16x20x2, ",Better,$77.94,,$5.79,$75.93,,ENJOY10
229,"Wed Feb 25 11:05:38 CST 2","Wed Feb 25 11:05:51 CST 2",,,,,,,,,,,1,,,,,,,,,,,"16x20x2, ",Best,$99.96,,$7.42,$97.36,,ENJOY10
230,"Wed Feb 25 2015 12:24:21 ","Wed Feb 25 2015 12:25:01 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Better,$25.01,ENJOY10,1.86,$24.37,,ENJOY10
231,"Wed Feb 25 2015 12:24:21 ","Wed Feb 25 2015 12:25:01 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Better,$25.01,ENJOY10,1.86,$24.37,,ENJOY10
232,"Wed Feb 25 2015 12:24:21 ","Wed Feb 25 2015 12:25:01 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Better,$25.01,ENJOY10,1.86,$24.37,,ENJOY10
233,"Wed Feb 25 2015 12:24:21 ","Wed Feb 25 2015 12:25:02 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Better,$25.01,ENJOY10,1.86,$24.37,,ENJOY10
234,"Wed Feb 25 2015 12:24:21 ","Wed Feb 25 2015 12:25:03 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Better,$25.01,ENJOY10,1.86,$24.37,,ENJOY10
235,"Wed Feb 25 2015 12:24:21 ","Wed Feb 25 2015 12:25:03 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Better,$25.01,ENJOY10,1.86,$24.37,,ENJOY10
236,"Wed Feb 25 2015 12:49:56 ","Wed Feb 25 2015 12:50:16 ",,,,,,,,,,,1,,,,,,,,,,,"24x36x1, ",Better,$25.10,ENJOY10,1.86,$24.45,,ENJOY10
237,"Wed Feb 25 2015 13:02:19 ","Wed Feb 25 2015 13:02:26 ",,,,,,,,,,,1,,,,,,,,,,,"16x25x4, 20x25x4, ",Good,$38.90,ENJOY10,2.89,$37.90,,ENJOY10
238,"Wed Feb 25 2015 13:02:19 ","Wed Feb 25 2015 13:02:27 ",,,,,,,,,,,1,,,,,,,,,,,"16x25x4, 20x25x4, ",Good,$38.90,ENJOY10,2.89,$37.90,,ENJOY10
239,"Wed Feb 25 2015 14:13:03 ","Wed Feb 25 2015 14:13:32 ",,,,,,,,,,,1,,,,,,,,,,,"18x22x1, ",Better,$14.60,ENJOY10,1.08,$14.22,,ENJOY10
240,"Wed Feb 25 2015 13:27:41 ","Wed Feb 25 2015 13:27:56 ",Debbie,Hartzer,"14601 Hyde Away Ln",,Mabank,TX,75147,,,,1,,,,,,,,,,,"20x20x1, ",Better,$10.37,,$0.65,$8.58,,ENJOY10
241,"Wed Feb 25 2015 14:24:03 ","Wed Feb 25 2015 14:24:44 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Good,$81.96,,$6.09,$79.85,,ENJOY10
242,"Wed Feb 25 2015 14:27:49 ","Wed Feb 25 2015 14:33:03 ",,,,,,,,,,,1,,,,,,,,,,,"25x20x4, ",Good,$15.14,ENJOY10,1.12,$14.75,,ENJOY10
243,"Wed Feb 25 2015 13:22:39 ","Wed Feb 25 2015 14:39:46 ",david,test3,asdasd,asdasda,asdasda,AL,77046,davidb@senterracorp.com,,7134884080,1,david,test3,asdasd,asdasda,asdasda,AL,77046,,,,"16x20x2, ",Good,$58.08,ENJOY10,4.31,$56.58,,ENJOY10
244,"Wed Feb 25 2015 13:22:39 ","Wed Feb 25 2015 14:39:47 ",david,test3,asdasd,asdasda,asdasda,AL,77046,davidb@senterracorp.com,,7134884080,1,david,test3,asdasd,asdasda,asdasda,AL,77046,,,,"16x20x2, ",Good,$58.08,ENJOY10,4.31,$56.58,,ENJOY10
245,"Wed Feb 25 2015 17:06:23 ","Wed Feb 25 2015 17:06:28 ",,,,,,,,,,,1,,,,,,,,,,,"20x24x1, ",Better,$22.16,,$1.83,$23.99,,ENJOY10
246,"Wed Feb 25 2015 17:06:23 ","Wed Feb 25 2015 17:06:29 ",,,,,,,,,,,1,,,,,,,,,,,"20x24x1, ",Better,$22.16,,$1.83,$23.99,,ENJOY10
247,"Wed Feb 25 2015 17:06:46 ","Wed Feb 25 2015 17:06:55 ",,,,,,,,,,,1,,,,,,,,,,,"20x24x1, ",Better,$22.16,ENJOY10,1.65,$21.59,,ENJOY10
248,"Wed Feb 25 2015 17:06:46 ","Wed Feb 25 2015 17:06:58 ",,,,,,,,,,,1,,,,,,,,,,,"20x24x1, ",Better,$22.16,ENJOY10,1.65,$21.59,,ENJOY10
249,"Wed Feb 25 2015 18:09:25 ","Wed Feb 25 2015 18:09:29 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Best,$14.90,ENJOY10,1.11,$14.52,,ENJOY10
250,"Wed Feb 25 2015 18:09:25 ","Wed Feb 25 2015 18:09:30 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Best,$14.90,ENJOY10,1.11,$14.52,,ENJOY10
251,"Wed Feb 25 2015 20:26:25 ","Wed Feb 25 2015 20:26:47 ",,,,,,,,,,,1,,,,,,,,,,,"20x20x1, ",Good,$8.60,ENJOY10,0.64,$8.38,,ENJOY10
